"Adverb","Adjective","a","b","c","d","GStat","Frequency"
"badly","pecked",1,4173,3,98359606,15.6369192517189,"higher"
"badly","performing",1,4173,142,98359467,8.22871472396139,"higher"
"badly","photocopied",1,4173,62,98359547,9.87029479928495,"higher"
"badly","planned",1,4173,1641,98357968,3.46785461592582,"higher"
"badly","ploughed",1,4173,154,98359455,8.06802811237034,"higher"
"badly","polluted",1,4173,246,98359363,7.14149641157499,"higher"
"badly","populated",1,4173,189,98359420,7.66260684313714,"higher"
"badly","positioned",1,4173,38,98359571,10.8373099374046,"higher"
"badly","prepared",4,4170,6109,98353500,14.4098416163978,"higher"
"badly","printed",2,4172,1712,98357897,9.40498383701316,"higher"
"badly","proportioned",1,4173,42,98359567,10.6399475794845,"higher"
"badly","protected",1,4173,985,98358624,4.43262549342493,"higher"
"badly","pruned",2,4172,23,98359586,26.3346535300641,"higher"
"badly","rain-affected",1,4173,7,98359602,14.107617225219,"higher"
"badly","reasoned",1,4173,212,98359397,7.4354520045287,"higher"
"badly","rehearsed",1,4173,27,98359582,11.5093749836334,"higher"
"badly","representative",1,4173,1877,98357732,3.21921835223333,"higher"
"badly","retarded",1,4173,208,98359401,7.47311857149261,"higher"
"badly","rippled",1,4173,15,98359594,12.6552855201463,"higher"
"badly","root-bound",1,4173,0,98359609,20.135345883047,"higher"
"badly","rotting",1,4173,257,98359352,7.05511421331665,"higher"
"badly","scared",2,4172,1129,98358480,11.0196419586513,"higher"
"badly","scarred",1,4173,107,98359502,8.78945033849274,"higher"
"badly","seasoned",1,4173,220,98359389,7.36221925767724,"higher"
"badly","set-out",1,4173,0,98359609,20.135345883047,"higher"
"badly","shaken",4,4170,151,98359458,43.4041420353654,"higher"
"badly","shaped",1,4173,554,98359055,5.5462196290335,"higher"
"badly","shaved",1,4173,33,98359576,11.1151293111485,"higher"
"badly","shaven",2,4172,85,98359524,21.233671199765,"higher"
"badly","shocked",5,4169,1457,98358152,34.0409242327622,"higher"
"badly","shot-up",1,4173,1,98359608,17.3628420317986,"higher"
"badly","sick",1,4173,4289,98355320,1.77142501495443,"higher"
"badly","slipping",1,4173,57,98359552,10.0366376641,"higher"
"badly","smoke-damaged",2,4172,2,98359607,34.7261631927876,"higher"
"badly","smoke-logged",1,4173,2,98359607,16.3164305715841,"higher"
"badly","soaked",1,4173,290,98359319,6.81674629878057,"higher"
"badly","split",1,4173,926,98358683,4.55108948619211,"higher"
"badly","sprained",2,4172,33,98359576,24.9416938972566,"higher"
"badly","stained",1,4173,555,98359054,5.54270085222551,"higher"
"badly","stalled",1,4173,54,98359555,10.1435544379924,"higher"
"badly","structured",5,4169,1112,98358497,36.7085624452492,"higher"
"badly","swollen",11,4163,534,98359075,113.920319799245,"higher"
"badly","tangled",1,4173,325,98359284,6.59219809708136,"higher"
"badly","tarnished",1,4173,83,98359526,9.29270712552347,"higher"
"badly","trained",1,4173,1017,98358592,4.37143116237325,"higher"
"badly","twisted",1,4173,545,98359064,5.57818400777388,"higher"
"badly","typed",1,4173,97,98359512,8.98388038223729,"higher"
"badly","under-educated",1,4173,10,98359599,13.4342002329976,"higher"
"badly","underfunded",2,4172,67,98359542,22.1715567005304,"higher"
"badly","understood",1,4173,145,98359464,8.18730095307533,"higher"
"badly","unstuck",5,4169,92,98359517,61.2988692595488,"higher"
"badly","upset",3,4171,1690,98357919,16.5422532663073,"higher"
"badly","ventilated",4,4170,97,98359512,46.8824243426244,"higher"
"badly","wanting",3,4171,1848,98357761,16.0198555536629,"higher"
"badly","warped",1,4173,127,98359482,8.4498942085995,"higher"
"badly","washed",2,4172,347,98359262,15.6643913018197,"higher"
"badly","wasted",1,4173,509,98359100,5.71167533545559,"higher"
"badly","water-stained",1,4173,2,98359607,16.3164305715841,"higher"
"badly","weathered",2,4172,133,98359476,19.4637200401508,"higher"
"badly","wide",1,4173,11310,98348299,0.428082159246433,"higher"
"badly","worded",1,4173,77,98359532,9.44133738639201,"higher"
"badly","worn",4,4170,379,98359230,36.1243912723527,"higher"
"badly","worried",1,4173,3750,98355859,1.99425095113231,"higher"
"badly","wounded",14,4160,860,98358749,138.48405828383,"higher"
"badly","wrapped",1,4173,54,98359555,10.1435544379924,"higher"
"badly","written",4,4170,3908,98355701,17.7956359033563,"higher"
"badly","wrong",58,4116,14839,98344770,410.491163236641,"higher"
"completely","abiotic",1,8318,7,98355457,12.7287533912385,"higher"
"completely","abortive",1,8318,249,98355215,5.75909003437146,"higher"
"completely","absent",12,8307,1439,98354025,86.3467207796104,"higher"
"completely","absorbed",1,8318,273,98355191,5.57946361435508,"higher"
"completely","absurd",4,8315,922,98354542,23.6415616596766,"higher"
"completely","acceptable",6,8313,3602,98351862,24.3680165527153,"higher"
"completely","accidental",3,8316,713,98354751,17.5511417519466,"higher"
"completely","accurate",18,8301,2868,98352596,119.458278456849,"higher"
"completely","active",1,8318,7203,98348261,0.209567381731493,"higher"
"completely","adamant",1,8318,377,98355087,4.95251525760911,"higher"
"completely","addictive",1,8318,556,98354908,4.20659694461936,"higher"
"completely","additional",2,8317,7322,98348142,1.92781131363981,"higher"
"completely","addled",1,8318,22,98355442,10.5327469730584,"higher"
"completely","adequate",4,8315,3526,98351938,13.3636383081353,"higher"
"completely","adrift",2,8317,216,98355248,14.8015665803364,"higher"
"completely","agricultural",2,8317,4019,98351445,3.76814798621331,"higher"
"completely","airless",1,8318,48,98355416,9.0009183007619,"higher"
"completely","alien",10,8309,1056,98354408,74.4605893158271,"higher"
"completely","alienated",1,8318,131,98355333,7.02003974343294,"higher"
"completely","alienating",1,8318,118,98355346,7.22602987968091,"higher"
"completely","alike",3,8316,505,98354959,19.5803264677142,"higher"
"completely","alive",2,8317,4029,98351435,3.75990127559319,"higher"
"completely","all-over",1,8318,76,98355388,8.09417897388236,"higher"
"completely","alone",24,8295,10232,98345232,113.226828884042,"higher"
"completely","aloof",1,8318,225,98355239,5.9573086319975,"higher"
"completely","altered",1,8318,549,98354915,4.23072980162271,"higher"
"completely","altruistic",1,8318,139,98355325,6.90327681839444,"higher"
"completely","american",1,8318,15662,98339802,0.0870373811514855,"lower"
"completely","amicable",1,8318,173,98355291,6.47279985952061,"higher"
"completely","amoral",2,8317,57,98355407,20.052678836001,"higher"
"completely","amorphous",1,8318,206,98355258,6.13013488105613,"higher"
"completely","anarchic",1,8318,113,98355351,7.31140501109369,"higher"
"completely","anglicized",1,8318,10,98355454,12.0555892006964,"higher"
"completely","anonymous",15,8304,1105,98354359,122.361000459016,"higher"
"completely","appalling",1,8318,1019,98354445,3.07410581215442,"higher"
"completely","apparent",1,8318,5207,98350257,0.52088800205241,"higher"
"completely","approachable",1,8318,92,98355372,7.71704484072419,"higher"
"completely","appropriate",3,8316,11176,98344288,2.82002184627559,"higher"
"completely","aquatic",1,8318,405,98355059,4.81415036480848,"higher"
"completely","arbitrary",6,8313,1065,98354399,38.5375929835133,"higher"
"completely","articulated",1,8318,268,98355196,5.61551941778821,"higher"
"completely","artificial",3,8316,1971,98353493,11.671016462574,"higher"
"completely","asleep",2,8317,2238,98353226,5.80795649634608,"higher"
"completely","assumed",1,8318,284,98355180,5.50246075873424,"higher"
"completely","astonished",1,8318,601,98354863,4.05868926746132,"higher"
"completely","astounded",2,8317,114,98355350,17.3242140391095,"higher"
"completely","atheist",1,8318,87,98355377,7.82733999465326,"higher"
"completely","atonal",1,8318,24,98355440,10.3627438479547,"higher"
"completely","attainable",1,8318,137,98355327,6.93182003436904,"higher"
"completely","atypical",1,8318,143,98355321,6.84741222712194,"higher"
"completely","authentic",2,8317,822,98354642,9.57180169981552,"higher"
"completely","authoritative",1,8318,613,98354851,4.02121140962544,"higher"
"completely","automated",6,8313,383,98355081,50.6348845955689,"higher"
"completely","automatic",4,8315,2267,98353197,16.6819046279018,"higher"
"completely","autonomous",4,8315,1101,98354363,22.2552086601954,"higher"
"completely","available",1,8318,26989,98328475,0.914881484104411,"lower"
"completely","averse",1,8318,141,98355323,6.87514470070636,"higher"
"completely","avoidable",1,8318,128,98355336,7.06568844905404,"higher"
"completely","aware",4,8315,10460,98345004,5.83992847387814,"higher"
"completely","backward",1,8318,442,98355022,4.64576907747206,"higher"
"completely","baffling",1,8318,99,98355365,7.57232944637034,"higher"
"completely","balanced",3,8316,1401,98354063,13.6209044137268,"higher"
"completely","bald",12,8307,599,98354865,107.100426138461,"higher"
"completely","bankrupt",1,8318,593,98354871,4.08411482992285,"higher"
"completely","bare",7,8312,2111,98353353,37.7038002888723,"higher"
"completely","barmy",2,8317,86,98355378,18.4356126107991,"higher"
"completely","barren",1,8318,404,98355060,4.81891950115061,"higher"
"completely","batty",2,8317,126,98355338,16.9292145264105,"higher"
"completely","beaten",1,8318,844,98354620,3.42115275431743,"higher"
"completely","beneficial",2,8317,1383,98354081,7.58756739115767,"higher"
"completely","berserk",3,8316,117,98355347,28.230537492485,"higher"
"completely","better",2,8317,20755,98334709,0.0325843168518934,"higher"
"completely","bewildered",5,8314,498,98354966,37.8043979169674,"higher"
"completely","bewildering",2,8317,251,98355213,14.2093550084867,"higher"
"completely","biased",1,8318,495,98354969,4.42847940301004,"higher"
"completely","biodegradable",1,8318,65,98355399,8.40280487430299,"higher"
"completely","black",14,8305,22024,98333440,32.2118313536958,"higher"
"completely","blameless",1,8318,77,98355387,8.06837335631003,"higher"
"completely","blank",7,8312,1358,98354106,43.7397794983238,"higher"
"completely","bleak",1,8318,841,98354623,3.42776277276292,"higher"
"completely","blind",9,8310,2607,98352857,49.184011358637,"higher"
"completely","bogus",4,8315,323,98355141,31.8994254115622,"higher"
"completely","bombed",1,8318,100,98355364,7.55249825173251,"higher"
"completely","bored",2,8317,1350,98354114,7.67851780062407,"higher"
"completely","boring",1,8318,1613,98353851,2.25638610566417,"higher"
"completely","british",1,8318,35307,98320157,1.78489244658676,"lower"
"completely","brittle",1,8318,443,98355021,4.64142354142698,"higher"
"completely","broken",3,8316,3760,98351704,8.10043737868295,"higher"
"completely","brutal",1,8318,719,98354745,3.72038722618871,"higher"
"completely","bull-free",1,8318,0,98355464,18.7558920038479,"higher"
"completely","busting",1,8318,7,98355457,12.7287533912385,"higher"
"completely","californian",1,8318,314,98355150,5.30703298762502,"higher"
"completely","calm",3,8316,1509,98353955,13.1940604785375,"higher"
"completely","captivating",2,8317,56,98355408,20.1220836811864,"higher"
"completely","car-free",1,8318,14,98355450,11.4103590915678,"higher"
"completely","carefree",2,8317,170,98355294,15.7467311352272,"higher"
"completely","catastrophic",1,8318,390,98355074,4.8869991967141,"higher"
"completely","celibate",1,8318,107,98355357,7.41901494316918,"higher"
"completely","centralized",1,8318,334,98355130,5.18710999300356,"higher"
"completely","certain",2,8317,21764,98333700,0.0133860993032501,"higher"
"completely","cfc-free",1,8318,32,98355432,9.79890302009379,"higher"
"completely","changed",3,8316,678,98354786,17.8465785049887,"higher"
"completely","changing",1,8318,3797,98351667,0.913911404936304,"higher"
"completely","chaotic",1,8318,456,98355008,4.58584050407323,"higher"
"completely","charismatic",1,8318,306,98355158,5.35721259903562,"higher"
"completely","charitable",1,8318,685,98354779,3.81145265016453,"higher"
"completely","charming",1,8318,1337,98354127,2.58491138980517,"higher"
"completely","charmless",1,8318,21,98355443,10.6235182563426,"higher"
"completely","churlish",1,8318,88,98355376,7.80478137140916,"higher"
"completely","circular",2,8317,1480,98353984,7.33301294726087,"higher"
"completely","classical",1,8318,3187,98352277,1.1609478191529,"higher"
"completely","classless",2,8317,156,98355308,16.0860387916726,"higher"
"completely","clean",7,8312,4645,98350819,27.1039205326585,"higher"
"completely","clear",27,8292,22362,98333102,93.3905603338595,"higher"
"completely","closed",5,8314,2921,98352543,20.5646882814024,"higher"
"completely","coach-built",1,8318,2,98355462,14.93714527048,"higher"
"completely","cold",7,8312,10656,98344808,16.501235364269,"higher"
"completely","college-bound",1,8318,0,98355464,18.7558920038479,"higher"
"completely","comfortable",3,8316,3838,98351626,7.99048120005275,"higher"
"completely","commercial",1,8318,7881,98347583,0.144346921365954,"higher"
"completely","comparable",1,8318,1863,98353601,2.01056902694773,"higher"
"completely","compatible",1,8318,1155,98354309,2.84666662382909,"higher"
"completely","competent",1,8318,1217,98354247,2.7526202340959,"higher"
"completely","comprehensive",3,8316,3534,98351930,8.43399932783344,"higher"
"completely","computerized",1,8318,164,98355300,6.57781202119036,"higher"
"completely","conclusive",1,8318,440,98355024,4.65449083854724,"higher"
"completely","confident",6,8313,3145,98352319,25.9174196336034,"higher"
"completely","confidential",14,8305,1083,98354381,112.850938712551,"higher"
"completely","confused",5,8314,2104,98353360,23.7041067205595,"higher"
"completely","confusing",1,8318,810,98354654,3.49758892918199,"higher"
"completely","congruent",1,8318,69,98355395,8.2849260370346,"higher"
"completely","conquered",1,8318,77,98355387,8.06837335631003,"higher"
"completely","conscious",1,8318,2975,98352489,1.26273984781445,"higher"
"completely","conservative",1,8318,6796,98348668,0.257043286859471,"higher"
"completely","consistent",6,8313,3065,98352399,26.2127940778106,"higher"
"completely","constant",1,8318,4831,98350633,0.607176043147561,"higher"
"completely","consuming",1,8318,172,98355292,6.48419147845779,"higher"
"completely","content",1,8318,2340,98353124,1.63543162683276,"higher"
"completely","contradictory",3,8316,689,98354775,17.7520859728817,"higher"
"completely","contrary",9,8310,1717,98353747,56.5347525324805,"higher"
"completely","contrasting",2,8317,583,98354881,10.9036050019925,"higher"
"completely","controlled",1,8318,1262,98354202,2.6876427748516,"higher"
"completely","convinced",3,8316,2482,98352982,10.375222668754,"higher"
"completely","convincing",7,8312,1235,98354229,45.0445988091232,"higher"
"completely","cooked",1,8318,523,98354941,4.32327578286007,"higher"
"completely","cool",4,8315,3103,98352361,14.3138573351377,"higher"
"completely","cooperative",1,8318,579,98354885,4.12949005433844,"higher"
"completely","cordless",1,8318,166,98355298,6.55398074731462,"higher"
"completely","correct",5,8314,5801,98349663,14.1947853309764,"higher"
"completely","covering",1,8318,374,98355090,4.96796537808224,"higher"
"completely","cowed",1,8318,38,98355426,9.46105886904567,"higher"
"completely","crazy",10,8309,1686,98353778,65.2448211253915,"higher"
"completely","credible",1,8318,432,98355032,4.6897940563972,"higher"
"completely","crestfallen",1,8318,42,98355422,9.2640336240385,"higher"
"completely","crimped",1,8318,13,98355451,11.5531688219161,"higher"
"completely","crucial",1,8318,4400,98351064,0.72115330858925,"higher"
"completely","cryptic",1,8318,180,98355284,6.39487722225477,"higher"
"completely","crystalline",2,8317,249,98355215,14.2408896144047,"higher"
"completely","cubist",1,8318,142,98355322,6.86122921617249,"higher"
"completely","cunt-struck",1,8318,0,98355464,18.7558920038479,"higher"
"completely","curable",2,8317,33,98355431,22.1853286531127,"higher"
"completely","cylindrical",1,8318,181,98355283,6.38399658140852,"higher"
"completely","cynical",3,8316,737,98354727,17.3569711270675,"higher"
"completely","daft",1,8318,633,98354831,3.96043466546489,"higher"
"completely","dangerous",1,8318,5619,98349845,0.438289674668626,"higher"
"completely","dark",13,8306,10941,98344523,44.5594489104176,"higher"
"completely","dead",4,8315,10832,98344632,5.62331307391535,"higher"
"completely","deaf",1,8318,2626,98352838,1.45323011351599,"higher"
"completely","decent",1,8318,1768,98353696,2.09915039283451,"higher"
"completely","decisive",3,8316,1192,98354272,14.5537609454037,"higher"
"completely","dedicated",1,8318,888,98354576,3.32701489173047,"higher"
"completely","dejected",2,8317,80,98355384,18.7204472810404,"higher"
"completely","delighted",1,8318,2571,98352893,1.4862530252759,"higher"
"completely","deluding",1,8318,0,98355464,18.7558920038479,"higher"
"completely","demoralising",1,8318,49,98355415,8.9602682352378,"higher"
"completely","dense",1,8318,903,98354561,3.29606897456167,"higher"
"completely","dependent",18,8301,3729,98351735,110.178692089707,"higher"
"completely","depleted",1,8318,195,98355269,6.237754685263,"higher"
"completely","depressed",2,8317,1485,98353979,7.32037691443632,"higher"
"completely","deserted",12,8307,786,98354678,100.66785840544,"higher"
"completely","desolate",1,8318,255,98355209,5.71257782030177,"higher"
"completely","destitute",1,8318,129,98355335,7.05035355665998,"higher"
"completely","destructive",1,8318,776,98354688,3.57754771838624,"higher"
"completely","detached",5,8314,704,98354760,34.3920463194041,"higher"
"completely","determinate",1,8318,117,98355347,7.24281009630164,"higher"
"completely","determined",1,8318,3051,98352413,1.22515207767143,"higher"
"completely","deterministic",3,8316,99,98355365,29.2160877452725,"higher"
"completely","developed",1,8318,1958,98353506,1.92719226017006,"higher"
"completely","devoid",7,8312,384,98355080,61.1681053698804,"higher"
"completely","devoted",6,8313,1520,98353944,34.3557638663123,"higher"
"completely","different",510,7809,47011,98308453,3965.1188966892,"higher"
"completely","dignified",1,8318,414,98355050,4.77176831640814,"higher"
"completely","directionless",1,8318,21,98355443,10.6235182563426,"higher"
"completely","disabled",1,8318,3207,98352257,1.15182079299867,"higher"
"completely","disabling",1,8318,84,98355380,7.89660792701317,"higher"
"completely","disarming",1,8318,75,98355389,8.120326384169,"higher"
"completely","disciplined",1,8318,358,98355106,5.05258556416222,"higher"
"completely","discredited",2,8317,147,98355317,16.3206542916717,"higher"
"completely","disgraceful",1,8318,297,98355167,5.41529750022419,"higher"
"completely","disgusted",1,8318,258,98355206,5.6897385971104,"higher"
"completely","disgusting",1,8318,745,98354719,3.65378751593733,"higher"
"completely","disillusioned",3,8316,270,98355194,23.2819841068046,"higher"
"completely","disinterested",2,8317,170,98355294,15.7467311352272,"higher"
"completely","dismissive",2,8317,299,98355165,13.5200558614792,"higher"
"completely","disorientated",6,8313,91,98355373,67.5379549276958,"higher"
"completely","disoriented",1,8318,40,98355424,9.36010422042983,"higher"
"completely","dispersed",1,8318,309,98355155,5.33823932776938,"higher"
"completely","distinct",8,8311,3148,98352316,38.9642549017964,"higher"
"completely","distinctive",2,8317,2127,98353337,5.99257149479967,"higher"
"completely","distorted",2,8317,533,98354931,11.2531701975526,"higher"
"completely","distraught",2,8317,249,98355215,14.2408896144047,"higher"
"completely","disused",1,8318,337,98355127,5.1697600944334,"higher"
"completely","divergent",1,8318,228,98355236,5.93138390455428,"higher"
"completely","docile",1,8318,158,98355306,6.65110937838002,"higher"
"completely","documented",1,8318,154,98355310,6.70155403400416,"higher"
"completely","dominant",2,8317,2972,98352492,4.79792065576292,"higher"
"completely","drained",1,8318,248,98355216,5.76695308867882,"higher"
"completely","drenched",1,8318,74,98355390,8.14682470243632,"higher"
"completely","drug-free",1,8318,17,98355447,11.0346376802027,"higher"
"completely","drunk",5,8314,1775,98353689,25.3466873415774,"higher"
"completely","dry",23,8296,5229,98350235,136.609332557596,"higher"
"completely","dry-eyed",1,8318,24,98355440,10.3627438479547,"higher"
"completely","earnings-related",1,8318,64,98355400,8.43340622411535,"higher"
"completely","eastern",1,8318,5857,98349607,0.395585576562664,"higher"
"completely","easy",1,8318,14287,98341177,0.0382106920315047,"lower"
"completely","eccentric",2,8317,549,98354915,11.1377861736942,"higher"
"completely","effective",5,8314,9891,98345573,9.55209961703329,"higher"
"completely","efficient",1,8318,3956,98351508,0.858771167873059,"higher"
"completely","egalitarian",1,8318,280,98355184,5.53010333059596,"higher"
"completely","egocentric",1,8318,58,98355406,8.62767265196037,"higher"
"completely","elastic",1,8318,502,98354962,4.40160676297884,"higher"
"completely","electronic",1,8318,3394,98352070,1.07012070854235,"higher"
"completely","embarrassing",1,8318,1036,98354428,3.04390639052986,"higher"
"completely","empirical",1,8318,1490,98353974,2.3941704174573,"higher"
"completely","empty",23,8296,4992,98350472,138.698200500187,"higher"
"completely","enchanted",1,8318,158,98355306,6.65110937838002,"higher"
"completely","enchanting",1,8318,192,98355272,6.26817578756748,"higher"
"completely","enclosed",2,8317,668,98354796,10.3744470151837,"higher"
"completely","enclosing",1,8318,101,98355363,7.53286508670781,"higher"
"completely","english",5,8314,19085,98336379,4.53504586249329,"higher"
"completely","enigmatic",1,8318,265,98355199,5.63748417188291,"higher"
"completely","enoxious",1,8318,2,98355462,14.93714527048,"higher"
"completely","entertaining",1,8318,880,98354584,3.3437512346098,"higher"
"completely","equal",2,8317,5972,98349492,2.51457494573356,"higher"
"completely","equisignificant",1,8318,1,98355463,15.9834724198068,"higher"
"completely","equivalent",1,8318,3754,98351710,0.92941403758938,"higher"
"completely","eroded",1,8318,134,98355330,6.975432252638,"higher"
